turn_number,phase,strategy,node_id,node_label,signal_name,signal_value,signal_weight,weighted_contribution,phase_multiplier,phase_bonus,base_score,final_score,rank,selected,gated,gate_signal
1,early,ascend,slot_db98bb51f78b,,convgraph.node.focus.count.high,False,-0.4,0.0,1.0,0.0,0.15,0.15,19,False,False,
1,early,ascend,slot_db98bb51f78b,,convgraph.node.focus.count.medium,False,-0.2,0.0,1.0,0.0,0.15,0.15,19,False,False,
1,early,ascend,slot_db98bb51f78b,,response.semantic.llm.engagement.low,False,-0.3,0.0,1.0,0.0,0.15,0.15,19,False,False,
1,early,ascend,slot_db98bb51f78b,,convgraph.node.llm.elaboration.high,False,0.1,0.0,1.0,0.0,0.15,0.15,19,False,False,
1,early,ascend,slot_db98bb51f78b,,convgraph.node.llm.charge.positive,False,0.1,0.0,1.0,0.0,0.15,0.15,19,False,False,
1,early,ascend,slot_db98bb51f78b,,convgraph.node.llm.elaboration.low,True,0.15,0.15,1.0,0.0,0.15,0.15,19,False,False,
1,early,ascend,slot_db98bb51f78b,,interview.strategy.self_count,0.0,-0.15,-0.0,1.0,0.0,0.15,0.15,19,False,False,
1,early,ascend,slot_68e4f588b7ba,,convgraph.node.recency,0.0,0.3,0.0,1.0,0.0,0.15,0.15,20,False,False,
1,early,ascend,slot_68e4f588b7ba,,convgraph.node.exhaustion,0.0,-0.6,-0.0,1.0,0.0,0.15,0.15,20,False,False,
1,early,ascend,slot_68e4f588b7ba,,convgraph.node.focus.count.high,False,-0.4,0.0,1.0,0.0,0.15,0.15,20,False,False,
1,early,ascend,slot_68e4f588b7ba,,convgraph.node.focus.count.medium,False,-0.2,0.0,1.0,0.0,0.15,0.15,20,False,False,
1,early,ascend,slot_68e4f588b7ba,,response.semantic.llm.engagement.low,False,-0.3,0.0,1.0,0.0,0.15,0.15,20,False,False,
1,early,ascend,slot_68e4f588b7ba,,convgraph.node.llm.elaboration.high,False,0.1,0.0,1.0,0.0,0.15,0.15,20,False,False,
1,early,ascend,slot_68e4f588b7ba,,convgraph.node.llm.charge.positive,False,0.1,0.0,1.0,0.0,0.15,0.15,20,False,False,
1,early,ascend,slot_68e4f588b7ba,,convgraph.node.llm.elaboration.low,True,0.15,0.15,1.0,0.0,0.15,0.15,20,False,False,
1,early,ascend,slot_68e4f588b7ba,,interview.strategy.self_count,0.0,-0.15,-0.0,1.0,0.0,0.15,0.15,20,False,False,
1,early,ascend,slot_7796a6b5b727,,convgraph.node.recency,0.0,0.3,0.0,1.0,0.0,0.0,0.0,23,False,False,
1,early,ascend,slot_7796a6b5b727,,convgraph.node.exhaustion,0.0,-0.6,-0.0,1.0,0.0,0.0,0.0,23,False,False,
1,early,ascend,slot_7796a6b5b727,,convgraph.node.focus.count.high,False,-0.4,0.0,1.0,0.0,0.0,0.0,23,False,False,
1,early,ascend,slot_7796a6b5b727,,convgraph.node.focus.count.medium,False,-0.2,0.0,1.0,0.0,0.0,0.0,23,False,False,
1,early,ascend,slot_7796a6b5b727,,response.semantic.llm.engagement.low,False,-0.3,0.0,1.0,0.0,0.0,0.0,23,False,False,
1,early,ascend,slot_7796a6b5b727,,convgraph.node.llm.elaboration.high,False,0.1,0.0,1.0,0.0,0.0,0.0,23,False,False,
1,early,ascend,slot_7796a6b5b727,,convgraph.node.llm.charge.positive,False,0.1,0.0,1.0,0.0,0.0,0.0,23,False,False,
1,early,ascend,slot_7796a6b5b727,,convgraph.node.llm.elaboration.low,False,0.15,0.0,1.0,0.0,0.0,0.0,23,False,False,
1,early,ascend,slot_7796a6b5b727,,interview.strategy.self_count,0.0,-0.15,-0.0,1.0,0.0,0.0,0.0,23,False,False,
1,early,ascend,slot_f055d4b37042,,convgraph.node.recency,0.0,0.3,0.0,1.0,0.0,0.15,0.15,21,False,False,
1,early,ascend,slot_f055d4b37042,,convgraph.node.exhaustion,0.0,-0.6,-0.0,1.0,0.0,0.15,0.15,21,False,False,
1,early,ascend,slot_f055d4b37042,,convgraph.node.focus.count.high,False,-0.4,0.0,1.0,0.0,0.15,0.15,21,False,False,
1,early,ascend,slot_f055d4b37042,,convgraph.node.focus.count.medium,False,-0.2,0.0,1.0,0.0,0.15,0.15,21,False,False,
1,early,ascend,slot_f055d4b37042,,response.semantic.llm.engagement.low,False,-0.3,0.0,1.0,0.0,0.15,0.15,21,False,False,
1,early,ascend,slot_f055d4b37042,,convgraph.node.llm.elaboration.high,False,0.1,0.0,1.0,0.0,0.15,0.15,21,False,False,
1,early,ascend,slot_f055d4b37042,,convgraph.node.llm.charge.positive,False,0.1,0.0,1.0,0.0,0.15,0.15,21,False,False,
1,early,ascend,slot_f055d4b37042,,convgraph.node.llm.elaboration.low,True,0.15,0.15,1.0,0.0,0.15,0.15,21,False,False,
1,early,ascend,slot_f055d4b37042,,interview.strategy.self_count,0.0,-0.15,-0.0,1.0,0.0,0.15,0.15,21,False,False,
1,early,ascend,slot_360b85381a21,,convgraph.node.recency,0.0,0.3,0.0,1.0,0.0,0.15,0.15,22,False,False,
1,early,ascend,slot_360b85381a21,,convgraph.node.exhaustion,0.0,-0.6,-0.0,1.0,0.0,0.15,0.15,22,False,False,
1,early,ascend,slot_360b85381a21,,convgraph.node.focus.count.high,False,-0.4,0.0,1.0,0.0,0.15,0.15,22,False,False,
1,early,ascend,slot_360b85381a21,,convgraph.node.focus.count.medium,False,-0.2,0.0,1.0,0.0,0.15,0.15,22,False,False,
1,early,ascend,slot_360b85381a21,,response.semantic.llm.engagement.low,False,-0.3,0.0,1.0,0.0,0.15,0.15,22,False,False,
1,early,ascend,slot_360b85381a21,,convgraph.node.llm.elaboration.high,False,0.1,0.0,1.0,0.0,0.15,0.15,22,False,False,
1,early,ascend,slot_360b85381a21,,convgraph.node.llm.charge.positive,False,0.1,0.0,1.0,0.0,0.15,0.15,22,False,False,
1,early,ascend,slot_360b85381a21,,convgraph.node.llm.elaboration.low,True,0.15,0.15,1.0,0.0,0.15,0.15,22,False,False,
1,early,ascend,slot_360b85381a21,,interview.strategy.self_count,0.0,-0.15,-0.0,1.0,0.0,0.15,0.15,22,False,False,
1,early,ground,slot_96b846fa069e,,convgraph.node.recency,0.0,0.3,0.0,1.4,0.0,0.0,0.0,24,False,False,
1,early,ground,slot_96b846fa069e,,convgraph.node.exhaustion,0.0,-0.4,-0.0,1.4,0.0,0.0,0.0,24,False,False,
1,early,ground,slot_96b846fa069e,,convgraph.node.llm.elaboration.high,False,0.05,0.0,1.4,0.0,0.0,0.0,24,False,False,
1,early,ground,slot_96b846fa069e,,interview.strategy.self_count,0.0,-0.15,-0.0,1.4,0.0,0.0,0.0,24,False,False,
1,early,ground,slot_2bf4b7229a0e,,convgraph.node.recency,0.0,0.3,0.0,1.4,0.0,0.0,0.0,25,False,False,
1,early,ground,slot_2bf4b7229a0e,,convgraph.node.exhaustion,0.0,-0.4,-0.0,1.4,0.0,0.0,0.0,25,False,False,
1,early,ground,slot_2bf4b7229a0e,,convgraph.node.llm.elaboration.high,False,0.05,0.0,1.4,0.0,0.0,0.0,25,False,False,
1,early,ground,slot_2bf4b7229a0e,,interview.strategy.self_count,0.0,-0.15,-0.0,1.4,0.0,0.0,0.0,25,False,False,
1,early,ground,slot_db98bb51f78b,,convgraph.node.recency,0.0,0.3,0.0,1.4,0.0,0.0,0.0,26,False,False,
1,early,ground,slot_db98bb51f78b,,convgraph.node.exhaustion,0.0,-0.4,-0.0,1.4,0.0,0.0,0.0,26,False,False,
1,early,ground,slot_db98bb51f78b,,convgraph.node.llm.elaboration.high,False,0.05,0.0,1.4,0.0,0.0,0.0,26,False,False,
1,early,ground,slot_db98bb51f78b,,interview.strategy.self_count,0.0,-0.15,-0.0,1.4,0.0,0.0,0.0,26,False,False,
1,early,ground,slot_68e4f588b7ba,,convgraph.node.recency,0.0,0.3,0.0,1.4,0.0,0.0,0.0,27,False,False,
1,early,ground,slot_68e4f588b7ba,,convgraph.node.exhaustion,0.0,-0.4,-0.0,1.4,0.0,0.0,0.0,27,False,False,
1,early,ground,slot_68e4f588b7ba,,convgraph.node.llm.elaboration.high,False,0.05,0.0,1.4,0.0,0.0,0.0,27,False,False,
1,early,ground,slot_68e4f588b7ba,,interview.strategy.self_count,0.0,-0.15,-0.0,1.4,0.0,0.0,0.0,27,False,False,
1,early,ground,slot_7796a6b5b727,,convgraph.node.recency,0.0,0.3,0.0,1.4,0.0,0.0,0.0,28,False,False,
1,early,ground,slot_7796a6b5b727,,convgraph.node.exhaustion,0.0,-0.4,-0.0,1.4,0.0,0.0,0.0,28,False,False,
1,early,ground,slot_7796a6b5b727,,convgraph.node.llm.elaboration.high,False,0.05,0.0,1.4,0.0,0.0,0.0,28,False,False,
1,early,ground,slot_7796a6b5b727,,interview.strategy.self_count,0.0,-0.15,-0.0,1.4,0.0,0.0,0.0,28,False,False,
1,early,ground,slot_f055d4b37042,,convgraph.node.recency,0.0,0.3,0.0,1.4,0.0,0.0,0.0,29,False,False,
1,early,ground,slot_f055d4b37042,,convgraph.node.exhaustion,0.0,-0.4,-0.0,1.4,0.0,0.0,0.0,29,False,False,
1,early,ground,slot_f055d4b37042,,convgraph.node.llm.elaboration.high,False,0.05,0.0,1.4,0.0,0.0,0.0,29,False,False,
1,early,ground,slot_f055d4b37042,,interview.strategy.self_count,0.0,-0.15,-0.0,1.4,0.0,0.0,0.0,29,False,False,
1,early,ground,slot_360b85381a21,,convgraph.node.recency,0.0,0.3,0.0,1.4,0.0,0.0,0.0,30,False,False,
1,early,ground,slot_360b85381a21,,convgraph.node.exhaustion,0.0,-0.4,-0.0,1.4,0.0,0.0,0.0,30,False,False,
1,early,ground,slot_360b85381a21,,convgraph.node.llm.elaboration.high,False,0.05,0.0,1.4,0.0,0.0,0.0,30,False,False,
1,early,ground,slot_360b85381a21,,interview.strategy.self_count,0.0,-0.15,-0.0,1.4,0.0,0.0,0.0,30,False,False,
1,early,probe_pain,slot_96b846fa069e,,convgraph.node.is_orphan.true,True,0.5,0.5,1.2,0.0,1.5,1.8,1,True,False,
1,early,probe_pain,slot_96b846fa069e,,convgraph.node.recency,0.0,0.2,0.0,1.2,0.0,1.5,1.8,1,True,False,
1,early,probe_pain,slot_96b846fa069e,,convgraph.node.exhaustion,0.0,-0.4,-0.0,1.2,0.0,1.5,1.8,1,True,False,
1,early,probe_pain,slot_96b846fa069e,,convgraph.node.llm.charge.negative,False,0.3,0.0,1.2,0.0,1.5,1.8,1,True,False,
1,early,probe_pain,slot_96b846fa069e,,convgraph.node.llm.elaboration.high,False,0.2,0.0,1.2,0.0,1.5,1.8,1,True,False,
1,early,probe_pain,slot_96b846fa069e,,convgraph.node.novelty.high,True,0.2,0.2,1.2,0.0,1.5,1.8,1,True,False,
1,early,probe_pain,slot_96b846fa069e,,canongraph.node.novelty.new,True,0.3,0.3,1.2,0.0,1.5,1.8,1,True,False,
1,early,probe_pain,slot_96b846fa069e,,canongraph.node.novelty.orphan,False,0.2,0.0,1.2,0.0,1.5,1.8,1,True,False,
1,early,probe_pain,slot_96b846fa069e,,convgraph.node.focus.streak.none,True,0.3,0.3,1.2,0.0,1.5,1.8,1,True,False,
1,early,probe_pain,slot_96b846fa069e,,convgraph.node.focus.streak.medium,False,-0.3,0.0,1.2,0.0,1.5,1.8,1,True,False,
1,early,probe_pain,slot_96b846fa069e,,convgraph.node.focus.streak.high,False,-0.6,0.0,1.2,0.0,1.5,1.8,1,True,False,
1,early,probe_pain,slot_96b846fa069e,,convgraph.node.focus.count.none,True,0.2,0.2,1.2,0.0,1.5,1.8,1,True,False,
1,early,probe_pain,slot_96b846fa069e,,convgraph.node.focus.count.medium,False,-0.3,0.0,1.2,0.0,1.5,1.8,1,True,False,
1,early,probe_pain,slot_96b846fa069e,,convgraph.node.focus.count.high,False,-0.6,0.0,1.2,0.0,1.5,1.8,1,True,False,
1,early,probe_pain,slot_96b846fa069e,,interview.strategy.self_count,0.0,-0.5,-0.0,1.2,0.0,1.5,1.8,1,True,False,
1,early,probe_pain,slot_2bf4b7229a0e,,convgraph.node.is_orphan.true,False,0.5,0.0,1.2,0.0,1.0,1.2,10,False,False,
1,early,probe_pain,slot_2bf4b7229a0e,,convgraph.node.recency,0.0,0.2,0.0,1.2,0.0,1.0,1.2,10,False,False,
1,early,probe_pain,slot_2bf4b7229a0e,,convgraph.node.exhaustion,0.0,-0.4,-0.0,1.2,0.0,1.0,1.2,10,False,False,
1,early,probe_pain,slot_2bf4b7229a0e,,convgraph.node.llm.charge.negative,False,0.3,0.0,1.2,0.0,1.0,1.2,10,False,False,
1,early,probe_pain,slot_2bf4b7229a0e,,convgraph.node.llm.elaboration.high,False,0.2,0.0,1.2,0.0,1.0,1.2,10,False,False,
1,early,probe_pain,slot_2bf4b7229a0e,,convgraph.node.novelty.high,True,0.2,0.2,1.2,0.0,1.0,1.2,10,False,False,
1,early,probe_pain,slot_2bf4b7229a0e,,canongraph.node.novelty.new,True,0.3,0.3,1.2,0.0,1.0,1.2,10,False,False,
1,early,probe_pain,slot_2bf4b7229a0e,,canongraph.node.novelty.orphan,False,0.2,0.0,1.2,0.0,1.0,1.2,10,False,False,
1,early,probe_pain,slot_2bf4b7229a0e,,convgraph.node.focus.streak.none,True,0.3,0.3,1.2,0.0,1.0,1.2,10,False,False,
1,early,probe_pain,slot_2bf4b7229a0e,,convgraph.node.focus.streak.medium,False,-0.3,0.0,1.2,0.0,1.0,1.2,10,False,False,
1,early,probe_pain,slot_2bf4b7229a0e,,convgraph.node.focus.streak.high,False,-0.6,0.0,1.2,0.0,1.0,1.2,10,False,False,
1,early,probe_pain,slot_2bf4b7229a0e,,convgraph.node.focus.count.none,True,0.2,0.2,1.2,0.0,1.0,1.2,10,False,False,
1,early,probe_pain,slot_2bf4b7229a0e,,convgraph.node.focus.count.medium,False,-0.3,0.0,1.2,0.0,1.0,1.2,10,False,False,
1,early,probe_pain,slot_2bf4b7229a0e,,convgraph.node.focus.count.high,False,-0.6,0.0,1.2,0.0,1.0,1.2,10,False,False,
1,early,probe_pain,slot_2bf4b7229a0e,,interview.strategy.self_count,0.0,-0.5,-0.0,1.2,0.0,1.0,1.2,10,False,False,
1,early,probe_pain,slot_db98bb51f78b,,convgraph.node.is_orphan.true,False,0.5,0.0,1.2,0.0,1.0,1.2,11,False,False,
1,early,probe_pain,slot_db98bb51f78b,,convgraph.node.recency,0.0,0.2,0.0,1.2,0.0,1.0,1.2,11,False,False,
1,early,probe_pain,slot_db98bb51f78b,,convgraph.node.exhaustion,0.0,-0.4,-0.0,1.2,0.0,1.0,1.2,11,False,False,
1,early,probe_pain,slot_db98bb51f78b,,convgraph.node.llm.charge.negative,False,0.3,0.0,1.2,0.0,1.0,1.2,11,False,False,
1,early,probe_pain,slot_db98bb51f78b,,convgraph.node.llm.elaboration.high,False,0.2,0.0,1.2,0.0,1.0,1.2,11,False,False,
1,early,probe_pain,slot_db98bb51f78b,,convgraph.node.novelty.high,True,0.2,0.2,1.2,0.0,1.0,1.2,11,False,False,
1,early,probe_pain,slot_db98bb51f78b,,canongraph.node.novelty.new,True,0.3,0.3,1.2,0.0,1.0,1.2,11,False,False,
1,early,probe_pain,slot_db98bb51f78b,,canongraph.node.novelty.orphan,False,0.2,0.0,1.2,0.0,1.0,1.2,11,False,False,
1,early,probe_pain,slot_db98bb51f78b,,convgraph.node.focus.streak.none,True,0.3,0.3,1.2,0.0,1.0,1.2,11,False,False,
1,early,probe_pain,slot_db98bb51f78b,,convgraph.node.focus.streak.medium,False,-0.3,0.0,1.2,0.0,1.0,1.2,11,False,False,
1,early,probe_pain,slot_db98bb51f78b,,convgraph.node.focus.streak.high,False,-0.6,0.0,1.2,0.0,1.0,1.2,11,False,False,
1,early,probe_pain,slot_db98bb51f78b,,convgraph.node.focus.count.none,True,0.2,0.2,1.2,0.0,1.0,1.2,11,False,False,
1,early,probe_pain,slot_db98bb51f78b,,convgraph.node.focus.count.medium,False,-0.3,0.0,1.2,0.0,1.0,1.2,11,False,False,
1,early,probe_pain,slot_db98bb51f78b,,convgraph.node.focus.count.high,False,-0.6,0.0,1.2,0.0,1.0,1.2,11,False,False,
1,early,probe_pain,slot_db98bb51f78b,,interview.strategy.self_count,0.0,-0.5,-0.0,1.2,0.0,1.0,1.2,11,False,False,
1,early,probe_pain,slot_68e4f588b7ba,,convgraph.node.is_orphan.true,False,0.5,0.0,1.2,0.0,1.0,1.2,12,False,False,
1,early,probe_pain,slot_68e4f588b7ba,,convgraph.node.recency,0.0,0.2,0.0,1.2,0.0,1.0,1.2,12,False,False,
1,early,probe_pain,slot_68e4f588b7ba,,convgraph.node.exhaustion,0.0,-0.4,-0.0,1.2,0.0,1.0,1.2,12,False,False,
1,early,probe_pain,slot_68e4f588b7ba,,convgraph.node.llm.charge.negative,False,0.3,0.0,1.2,0.0,1.0,1.2,12,False,False,
1,early,probe_pain,slot_68e4f588b7ba,,convgraph.node.llm.elaboration.high,False,0.2,0.0,1.2,0.0,1.0,1.2,12,False,False,
1,early,probe_pain,slot_68e4f588b7ba,,convgraph.node.novelty.high,True,0.2,0.2,1.2,0.0,1.0,1.2,12,False,False,
1,early,probe_pain,slot_68e4f588b7ba,,canongraph.node.novelty.new,True,0.3,0.3,1.2,0.0,1.0,1.2,12,False,False,
1,early,probe_pain,slot_68e4f588b7ba,,canongraph.node.novelty.orphan,False,0.2,0.0,1.2,0.0,1.0,1.2,12,False,False,
1,early,probe_pain,slot_68e4f588b7ba,,convgraph.node.focus.streak.none,True,0.3,0.3,1.2,0.0,1.0,1.2,12,False,False,
1,early,probe_pain,slot_68e4f588b7ba,,convgraph.node.focus.streak.medium,False,-0.3,0.0,1.2,0.0,1.0,1.2,12,False,False,
1,early,probe_pain,slot_68e4f588b7ba,,convgraph.node.focus.streak.high,False,-0.6,0.0,1.2,0.0,1.0,1.2,12,False,False,
1,early,probe_pain,slot_68e4f588b7ba,,convgraph.node.focus.count.none,True,0.2,0.2,1.2,0.0,1.0,1.2,12,False,False,
1,early,probe_pain,slot_68e4f588b7ba,,convgraph.node.focus.count.medium,False,-0.3,0.0,1.2,0.0,1.0,1.2,12,False,False,
1,early,probe_pain,slot_68e4f588b7ba,,convgraph.node.focus.count.high,False,-0.6,0.0,1.2,0.0,1.0,1.2,12,False,False,
1,early,probe_pain,slot_68e4f588b7ba,,interview.strategy.self_count,0.0,-0.5,-0.0,1.2,0.0,1.0,1.2,12,False,False,
1,early,probe_pain,slot_7796a6b5b727,,convgraph.node.is_orphan.true,False,0.5,0.0,1.2,0.0,1.3,1.56,3,False,False,
1,early,probe_pain,slot_7796a6b5b727,,convgraph.node.recency,0.0,0.2,0.0,1.2,0.0,1.3,1.56,3,False,False,
1,early,probe_pain,slot_7796a6b5b727,,convgraph.node.exhaustion,0.0,-0.4,-0.0,1.2,0.0,1.3,1.56,3,False,False,
1,early,probe_pain,slot_7796a6b5b727,,convgraph.node.llm.charge.negative,True,0.3,0.3,1.2,0.0,1.3,1.56,3,False,False,
1,early,probe_pain,slot_7796a6b5b727,,convgraph.node.llm.elaboration.high,False,0.2,0.0,1.2,0.0,1.3,1.56,3,False,False,
1,early,probe_pain,slot_7796a6b5b727,,convgraph.node.novelty.high,True,0.2,0.2,1.2,0.0,1.3,1.56,3,False,False,
1,early,probe_pain,slot_7796a6b5b727,,canongraph.node.novelty.new,True,0.3,0.3,1.2,0.0,1.3,1.56,3,False,False,
1,early,probe_pain,slot_7796a6b5b727,,canongraph.node.novelty.orphan,False,0.2,0.0,1.2,0.0,1.3,1.56,3,False,False,
1,early,probe_pain,slot_7796a6b5b727,,convgraph.node.focus.streak.none,True,0.3,0.3,1.2,0.0,1.3,1.56,3,False,False,
1,early,probe_pain,slot_7796a6b5b727,,convgraph.node.focus.streak.medium,False,-0.3,0.0,1.2,0.0,1.3,1.56,3,False,False,
1,early,probe_pain,slot_7796a6b5b727,,convgraph.node.focus.streak.high,False,-0.6,0.0,1.2,0.0,1.3,1.56,3,False,False,
1,early,probe_pain,slot_7796a6b5b727,,convgraph.node.focus.count.none,True,0.2,0.2,1.2,0.0,1.3,1.56,3,False,False,
1,early,probe_pain,slot_7796a6b5b727,,convgraph.node.focus.count.medium,False,-0.3,0.0,1.2,0.0,1.3,1.56,3,False,False,
1,early,probe_pain,slot_7796a6b5b727,,convgraph.node.focus.count.high,False,-0.6,0.0,1.2,0.0,1.3,1.56,3,False,False,
1,early,probe_pain,slot_7796a6b5b727,,interview.strategy.self_count,0.0,-0.5,-0.0,1.2,0.0,1.3,1.56,3,False,False,
1,early,probe_pain,slot_f055d4b37042,,convgraph.node.is_orphan.true,False,0.5,0.0,1.2,0.0,1.0,1.2,13,False,False,
1,early,probe_pain,slot_f055d4b37042,,convgraph.node.recency,0.0,0.2,0.0,1.2,0.0,1.0,1.2,13,False,False,
1,early,probe_pain,slot_f055d4b37042,,convgraph.node.exhaustion,0.0,-0.4,-0.0,1.2,0.0,1.0,1.2,13,False,False,
1,early,probe_pain,slot_f055d4b37042,,convgraph.node.llm.charge.negative,False,0.3,0.0,1.2,0.0,1.0,1.2,13,False,False,
1,early,probe_pain,slot_f055d4b37042,,convgraph.node.llm.elaboration.high,False,0.2,0.0,1.2,0.0,1.0,1.2,13,False,False,
1,early,probe_pain,slot_f055d4b37042,,convgraph.node.novelty.high,True,0.2,0.2,1.2,0.0,1.0,1.2,13,False,False,
1,early,probe_pain,slot_f055d4b37042,,canongraph.node.novelty.new,True,0.3,0.3,1.2,0.0,1.0,1.2,13,False,False,
1,early,probe_pain,slot_f055d4b37042,,canongraph.node.novelty.orphan,False,0.2,0.0,1.2,0.0,1.0,1.2,13,False,False,
1,early,probe_pain,slot_f055d4b37042,,convgraph.node.focus.streak.none,True,0.3,0.3,1.2,0.0,1.0,1.2,13,False,False,
1,early,probe_pain,slot_f055d4b37042,,convgraph.node.focus.streak.medium,False,-0.3,0.0,1.2,0.0,1.0,1.2,13,False,False,
1,early,probe_pain,slot_f055d4b37042,,convgraph.node.focus.streak.high,False,-0.6,0.0,1.2,0.0,1.0,1.2,13,False,False,
1,early,probe_pain,slot_f055d4b37042,,convgraph.node.focus.count.none,True,0.2,0.2,1.2,0.0,1.0,1.2,13,False,False,
1,early,probe_pain,slot_f055d4b37042,,convgraph.node.focus.count.medium,False,-0.3,0.0,1.2,0.0,1.0,1.2,13,False,False,
1,early,probe_pain,slot_f055d4b37042,,convgraph.node.focus.count.high,False,-0.6,0.0,1.2,0.0,1.0,1.2,13,False,False,
1,early,probe_pain,slot_f055d4b37042,,interview.strategy.self_count,0.0,-0.5,-0.0,1.2,0.0,1.0,1.2,13,False,False,
1,early,probe_pain,slot_360b85381a21,,convgraph.node.is_orphan.true,False,0.5,0.0,1.2,0.0,1.0,1.2,14,False,False,
1,early,probe_pain,slot_360b85381a21,,convgraph.node.recency,0.0,0.2,0.0,1.2,0.0,1.0,1.2,14,False,False,
1,early,probe_pain,slot_360b85381a21,,convgraph.node.exhaustion,0.0,-0.4,-0.0,1.2,0.0,1.0,1.2,14,False,False,
1,early,probe_pain,slot_360b85381a21,,convgraph.node.llm.charge.negative,False,0.3,0.0,1.2,0.0,1.0,1.2,14,False,False,
1,early,probe_pain,slot_360b85381a21,,convgraph.node.llm.elaboration.high,False,0.2,0.0,1.2,0.0,1.0,1.2,14,False,False,
1,early,probe_pain,slot_360b85381a21,,convgraph.node.novelty.high,True,0.2,0.2,1.2,0.0,1.0,1.2,14,False,False,
1,early,probe_pain,slot_360b85381a21,,canongraph.node.novelty.new,True,0.3,0.3,1.2,0.0,1.0,1.2,14,False,False,
1,early,probe_pain,slot_360b85381a21,,canongraph.node.novelty.orphan,False,0.2,0.0,1.2,0.0,1.0,1.2,14,False,False,
1,early,probe_pain,slot_360b85381a21,,convgraph.node.focus.streak.none,True,0.3,0.3,1.2,0.0,1.0,1.2,14,False,False,
1,early,probe_pain,slot_360b85381a21,,convgraph.node.focus.streak.medium,False,-0.3,0.0,1.2,0.0,1.0,1.2,14,False,False,
1,early,probe_pain,slot_360b85381a21,,convgraph.node.focus.streak.high,False,-0.6,0.0,1.2,0.0,1.0,1.2,14,False,False,
1,early,probe_pain,slot_360b85381a21,,convgraph.node.focus.count.none,True,0.2,0.2,1.2,0.0,1.0,1.2,14,False,False,
1,early,probe_pain,slot_360b85381a21,,convgraph.node.focus.count.medium,False,-0.3,0.0,1.2,0.0,1.0,1.2,14,False,False,
1,early,probe_pain,slot_360b85381a21,,convgraph.node.focus.count.high,False,-0.6,0.0,1.2,0.0,1.0,1.2,14,False,False,
1,early,probe_pain,slot_360b85381a21,,interview.strategy.self_count,0.0,-0.5,-0.0,1.2,0.0,1.0,1.2,14,False,False,
1,early,anchor,slot_96b846fa069e,,convgraph.node.is_orphan.true,True,0.35,0.35,1.2,0.0,1.45,1.74,2,False,False,
